comparison,n_group1,n_group2,median_group1_h,median_group2_h,median_diff_h_(g2-g1),mean_group1_h,mean_group2_h,mean_diff_h_(g2-g1),sd_group1_h,sd_group2_h,sd_diff_indep_h,p_bonf,sig
400-SHG-10mW-10s vs. 400-SHG-15mW-10s,23,38,264.8,11.7,-253.10000000000002,288.06956521739136,80.37894736842102,-207.69061784897033,186.308049976822,99.81262487956376,211.3604730585038,4.509511933767496e-05,***
400-SHG-10mW-5s vs. 400-SHG-15mW-10s,18,38,356.7,11.7,-345.0,347.2555555555556,80.37894736842102,-266.8766081871346,185.3865507597959,99.81262487956376,210.54864826914206,1.3928671912921136e-05,***
400-SHG-15mW-5s vs. 400-SHG-15mW-10s,36,38,187.0,11.7,-175.3,237.04166666666666,80.37894736842102,-156.66271929824563,143.11750292279817,99.81262487956376,174.48547139577454,2.9898428780300285e-05,***
