metric,n_groups,pearson_r,pearson_p,spearman_rho,spearman_p
median_dt_motion_stop_h,4,-0.8959884184035174,0.1040115815964826,-0.7999999999999999,0.2000000000000001
iqr_dt_motion_stop_h,4,-0.5943225880941168,0.40567741190588325,-0.39999999999999997,0.6
